code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
DDD,2013J,600635,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,261,-58.0,261.0,1.0,72.25,0.0,515.0,10.0,1543.0,81.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,600671,M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,261,-70.0,261.0,1.0,89.5,0.0,395.0,10.0,962.0,88.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,600686,M,South Region,HE Qualification,80-90%,0-35,0,60,N,261,-66.0,261.0,1.0,85.75,0.0,383.0,10.0,1181.0,55.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,600796,F,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,261,-49.0,261.0,1.0,88.0,0.0,624.0,9.0,1549.0,132.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,600859,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,261,-49.0,216.0,0.0,0.0,0.0,45.0,7.0,68.0,10.0,10.0,2013,Oct,Stem,Withdrawn
DDD,2013J,600963,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,120,N,261,-67.0,228.0,1.0,57.25,0.0,227.0,8.0,896.0,49.0,10.0,2013,Oct,Stem,Withdrawn
DDD,2013J,601048,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,261,-67.0,261.0,1.0,66.0,0.0,216.0,9.0,524.0,67.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,601088,F,South West Region,Lower Than A Level,30-40%,0-35,0,90,N,261,-38.0,261.0,1.0,66.5,0.0,156.0,9.0,324.0,35.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,601092,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,261,-37.0,261.0,1.0,86.75,0.0,301.0,9.0,1006.0,58.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,601133,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,261,-50.0,261.0,1.0,67.75,0.0,84.0,7.0,175.0,20.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,601230,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,261,-37.0,261.0,1.0,51.75,0.0,189.0,8.0,419.0,56.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,601234,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,261,-22.0,261.0,1.0,87.5,0.0,504.0,9.0,1154.0,90.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,601263,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,261,-66.0,261.0,1.0,85.25,0.0,420.0,9.0,1087.0,86.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,601293,F,London Region,A Level or Equivalent,10-20,0-35,0,90,Y,261,-52.0,261.0,1.0,67.25,0.0,672.0,9.0,1951.0,122.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,601310,M,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,261,-26.0,261.0,0.25,6.75,264.0,40.0,7.0,85.0,8.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,601380,F,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,261,-50.0,261.0,1.0,76.5,0.0,178.0,9.0,386.0,43.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,601467,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,90,N,261,-37.0,261.0,1.0,60.5,0.0,273.0,10.0,729.0,29.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,601566,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,261,-66.0,261.0,1.0,84.25,0.0,330.0,8.0,724.0,82.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,601579,F,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,261,-58.0,261.0,1.0,77.75,0.0,366.0,9.0,698.0,90.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,601857,F,South Region,Lower Than A Level,60-70%,0-35,0,150,Y,261,-56.0,261.0,1.0,68.5,0.0,1233.0,10.0,2940.0,149.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,602356,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,261,-38.0,261.0,1.0,77.0,0.0,225.0,9.0,520.0,44.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,602404,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,Y,261,-29.0,261.0,1.0,81.25,0.0,284.0,10.0,700.0,50.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,602595,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,261,-50.0,261.0,1.0,72.25,0.0,364.0,9.0,826.0,74.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,602725,M,North Western Region,Lower Than A Level,80-90%,0-35,0,120,N,261,-36.0,261.0,0.5,35.0,141.0,106.0,7.0,227.0,20.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,602729,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,261,-51.0,261.0,1.0,63.75,0.0,391.0,8.0,842.0,39.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,602783,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,261,-56.0,261.0,1.0,86.0,0.0,805.0,9.0,2470.0,139.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,602856,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,261,-59.0,261.0,1.0,90.5,0.0,962.0,10.0,3217.0,152.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,602902,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,261,-60.0,261.0,1.0,91.0,0.0,479.0,10.0,1596.0,59.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,602986,M,Scotland,A Level or Equivalent,90-100%,35-55,0,120,N,261,-39.0,261.0,0.0,0.0,0.0,14.0,5.0,25.0,4.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,603034,M,South East Region,HE Qualification,70-80%,0-35,0,60,N,261,-42.0,261.0,1.0,96.25,0.0,385.0,8.0,1039.0,80.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,603049,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,261,-37.0,261.0,1.0,86.5,0.0,426.0,9.0,961.0,72.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,603325,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,261,-57.0,261.0,1.0,96.75,0.0,322.0,9.0,597.0,44.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,603410,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,261,-50.0,261.0,1.0,73.5,0.0,427.0,10.0,1145.0,66.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,603431,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,Y,261,-53.0,261.0,1.0,64.25,0.0,214.0,9.0,797.0,44.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,603469,F,Wales,HE Qualification,60-70%,0-35,0,180,N,261,-45.0,261.0,1.0,49.75,0.0,328.0,8.0,883.0,52.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,603498,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,N,261,-58.0,261.0,0.25,17.25,264.0,291.0,8.0,713.0,48.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,603513,F,South East Region,HE Qualification,30-40%,0-35,0,60,N,261,-38.0,261.0,1.0,93.25,0.0,264.0,9.0,530.0,52.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,603730,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,N,261,-58.0,261.0,0.25,18.0,264.0,100.0,8.0,225.0,17.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,604055,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,261,-45.0,261.0,1.0,80.0,0.0,489.0,10.0,1069.0,82.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,604072,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,261,-56.0,261.0,1.0,85.0,0.0,423.0,8.0,922.0,106.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,604156,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,261,-44.0,261.0,1.0,76.75,0.0,519.0,10.0,999.0,108.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,604281,F,London Region,HE Qualification,20-30%,0-35,0,60,N,261,-50.0,261.0,1.0,86.75,0.0,537.0,9.0,1494.0,100.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,604317,M,North Western Region,HE Qualification,90-100%,0-35,0,60,N,261,-51.0,261.0,1.0,82.0,0.0,283.0,8.0,754.0,41.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,604462,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,261,-53.0,261.0,1.0,54.25,0.0,189.0,9.0,302.0,33.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,604559,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,90,N,261,-53.0,261.0,0.5,28.5,211.0,37.0,7.0,113.0,5.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,604627,M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,N,261,-44.0,261.0,1.0,78.75,0.0,226.0,9.0,410.0,36.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,604641,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,261,-36.0,261.0,0.0,0.0,0.0,11.0,6.0,28.0,1.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,604655,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,Y,261,-53.0,223.0,0.5,34.0,78.0,128.0,8.0,256.0,21.0,10.0,2013,Oct,Stem,Withdrawn
DDD,2013J,604723,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,261,-17.0,261.0,1.0,86.5,0.0,163.0,8.0,311.0,19.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,604854,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,261,-43.0,261.0,1.0,82.25,0.0,336.0,9.0,715.0,68.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,605105,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,Y,261,-51.0,261.0,1.0,40.25,0.0,408.0,9.0,1345.0,42.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,605118,F,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,261,-31.0,261.0,1.0,73.0,0.0,453.0,10.0,1311.0,29.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,605144,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,261,-39.0,261.0,1.0,93.5,0.0,474.0,8.0,887.0,69.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,605191,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,261,-42.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,Oct,Stem,Fail
DDD,2013J,605245,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,261,-39.0,261.0,0.25,21.25,264.0,126.0,8.0,314.0,15.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,605266,F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,261,-51.0,261.0,1.0,88.0,0.0,940.0,10.0,2867.0,112.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,605313,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,261,-26.0,184.0,0.25,9.25,264.0,104.0,9.0,191.0,25.0,10.0,2013,Oct,Stem,Withdrawn
DDD,2013J,605476,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,261,-24.0,261.0,1.0,60.5,0.0,222.0,8.0,544.0,65.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,605540,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,Y,261,-51.0,261.0,1.0,86.25,0.0,511.0,10.0,2047.0,167.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,605561,M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,261,-39.0,261.0,1.0,64.25,0.0,157.0,9.0,494.0,27.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,605703,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,261,-50.0,261.0,1.0,77.75,0.0,348.0,9.0,876.0,82.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,605941,F,South West Region,Lower Than A Level,50-60%,0-35,0,90,Y,261,-50.0,261.0,1.0,67.5,0.0,831.0,9.0,1841.0,136.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,606082,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,261,-19.0,261.0,1.0,80.25,0.0,286.0,7.0,714.0,67.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,606270,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,261,-49.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,Oct,Stem,Fail
DDD,2013J,606319,F,South Region,Lower Than A Level,80-90%,0-35,0,90,N,261,-35.0,261.0,1.0,69.75,0.0,194.0,9.0,394.0,36.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,606322,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,261,-49.0,261.0,1.0,95.0,0.0,542.0,9.0,1180.0,68.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,606344,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,261,-36.0,261.0,1.0,88.0,0.0,177.0,9.0,506.0,33.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,606492,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,261,-49.0,261.0,0.0,0.0,0.0,58.0,6.0,130.0,12.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,606665,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,261,-45.0,261.0,1.0,86.75,0.0,657.0,10.0,1266.0,82.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,606788,F,London Region,HE Qualification,20-30%,0-35,0,90,Y,261,-35.0,261.0,1.0,86.25,0.0,338.0,9.0,914.0,66.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,606908,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,Y,261,-45.0,261.0,1.0,92.0,0.0,425.0,10.0,904.0,80.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,607061,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,N,261,-36.0,261.0,1.0,89.25,0.0,262.0,9.0,486.0,55.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,607110,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,261,-22.0,166.0,0.5,29.75,176.0,56.0,7.0,140.0,19.0,10.0,2013,Oct,Stem,Withdrawn
DDD,2013J,607151,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,261,-45.0,261.0,1.0,95.0,0.0,330.0,9.0,634.0,35.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,607196,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,261,-35.0,261.0,0.75,50.5,53.0,105.0,9.0,206.0,14.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,607231,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,261,-42.0,261.0,0.25,7.25,264.0,36.0,8.0,86.0,7.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,607316,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,261,-31.0,261.0,1.0,69.0,0.0,290.0,8.0,634.0,58.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,607485,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,Y,261,-35.0,261.0,1.0,71.0,0.0,90.0,6.0,190.0,38.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,607555,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,261,-37.0,261.0,1.0,58.5,0.0,161.0,8.0,415.0,41.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,607622,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,261,-44.0,261.0,1.0,53.25,0.0,88.0,8.0,232.0,19.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,607670,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,261,-36.0,261.0,1.0,59.0,0.0,200.0,8.0,375.0,41.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,607800,F,London Region,HE Qualification,10-20,0-35,0,60,N,261,-44.0,261.0,1.0,80.75,0.0,219.0,9.0,439.0,31.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,607854,F,South West Region,HE Qualification,40-50%,0-35,0,90,N,261,-44.0,261.0,1.0,73.5,0.0,274.0,9.0,678.0,41.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,607900,M,South East Region,A Level or Equivalent,70-80%,35-55,0,60,N,261,-43.0,261.0,1.0,93.5,0.0,1280.0,10.0,7141.0,169.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,607927,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,261,-43.0,261.0,1.0,56.25,0.0,232.0,9.0,572.0,51.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,607966,F,North Region,A Level or Equivalent,10-20,0-35,0,90,N,261,-42.0,199.0,1.0,64.25,0.0,161.0,9.0,358.0,33.0,10.0,2013,Oct,Stem,Withdrawn
DDD,2013J,608062,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,261,-39.0,261.0,1.0,48.5,0.0,74.0,8.0,205.0,17.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,608178,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,261,-43.0,261.0,1.0,45.5,0.0,130.0,8.0,484.0,29.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,608217,F,South East Region,HE Qualification,90-100%,35-55,0,60,N,261,-42.0,261.0,1.0,83.25,0.0,308.0,9.0,778.0,61.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,608267,M,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,261,-31.0,261.0,1.0,56.25,0.0,139.0,8.0,308.0,33.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,608284,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,261,-43.0,261.0,0.5,39.75,211.0,231.0,9.0,593.0,53.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,608417,F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,261,-29.0,261.0,1.0,60.25,0.0,220.0,9.0,442.0,43.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,608449,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,261,-32.0,261.0,1.0,92.75,0.0,299.0,8.0,587.0,77.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,608630,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,261,-42.0,261.0,0.25,11.5,264.0,117.0,8.0,241.0,20.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,608643,M,North Region,HE Qualification,40-50%,0-35,0,120,N,261,-39.0,261.0,0.75,48.75,53.0,385.0,9.0,800.0,96.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,608733,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,90,N,261,-34.0,261.0,1.0,86.25,0.0,482.0,10.0,1293.0,109.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,608745,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,261,-37.0,261.0,1.0,78.75,0.0,416.0,8.0,1409.0,91.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,608815,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,261,-35.0,261.0,1.0,74.75,0.0,577.0,10.0,1378.0,97.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,608923,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,N,261,-39.0,261.0,1.0,49.75,0.0,288.0,9.0,622.0,66.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,608983,F,Wales,HE Qualification,20-30%,35-55,0,90,N,261,-39.0,261.0,1.0,90.75,0.0,651.0,9.0,1696.0,105.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,609031,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,90,N,261,-39.0,261.0,1.0,83.75,0.0,296.0,9.0,849.0,55.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,609044,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,261,-35.0,261.0,0.75,33.5,88.0,87.0,9.0,210.0,21.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,609242,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,261,-38.0,261.0,1.0,60.75,0.0,204.0,9.0,585.0,24.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,609480,F,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,261,-36.0,261.0,0.0,0.0,0.0,20.0,4.0,47.0,4.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,609488,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,261,-32.0,261.0,0.25,13.0,264.0,83.0,8.0,157.0,13.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,609593,M,North Region,HE Qualification,30-40%,0-35,0,60,N,261,-38.0,261.0,1.0,84.5,0.0,211.0,9.0,379.0,30.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,609797,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,261,-21.0,223.0,1.0,44.5,0.0,69.0,7.0,158.0,13.0,10.0,2013,Oct,Stem,Withdrawn
DDD,2013J,609932,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,261,-32.0,261.0,0.75,58.25,123.0,474.0,10.0,1187.0,71.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,610019,M,Yorkshire Region,A Level or Equivalent,40-50%,55<=,0,60,N,261,-35.0,261.0,1.0,86.5,0.0,575.0,9.0,1550.0,96.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,610220,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,261,-37.0,261.0,1.0,87.75,0.0,791.0,10.0,1504.0,76.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,610279,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,261,-36.0,261.0,1.0,83.75,0.0,310.0,8.0,894.0,55.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,610537,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,261,-25.0,261.0,1.0,32.75,0.0,57.0,4.0,162.0,18.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,610603,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,Y,261,-35.0,261.0,1.0,68.0,0.0,257.0,8.0,501.0,43.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,610701,F,London Region,HE Qualification,0-10%,0-35,0,120,N,261,-31.0,261.0,0.5,25.0,211.0,96.0,8.0,232.0,13.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,610870,F,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,261,-31.0,261.0,1.0,51.0,0.0,140.0,8.0,296.0,35.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,611162,F,Ireland,Lower Than A Level,20-30%,0-35,0,120,N,261,-35.0,261.0,1.0,90.25,0.0,353.0,9.0,933.0,57.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,611244,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,261,-35.0,261.0,0.75,53.0,123.0,65.0,7.0,177.0,16.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,611271,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,261,-23.0,261.0,1.0,72.5,0.0,394.0,9.0,1027.0,76.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,611284,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,90,N,261,-35.0,261.0,1.0,88.25,0.0,754.0,9.0,2197.0,125.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,611408,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,261,-35.0,261.0,1.0,88.75,0.0,273.0,8.0,558.0,68.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,611464,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,240,N,261,-23.0,261.0,1.0,75.75,0.0,182.0,8.0,631.0,40.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,611478,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,261,-34.0,261.0,1.0,88.5,0.0,292.0,9.0,747.0,77.0,10.0,2013,Oct,Stem,Distinction
DDD,2013J,611593,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,261,-35.0,261.0,1.0,92.25,0.0,495.0,10.0,1302.0,82.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,983970,M,East Midlands Region,HE Qualification,80-90%,35-55,0,90,N,261,-73.0,261.0,1.0,70.25,0.0,390.0,9.0,1291.0,83.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,1080206,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,261,-45.0,261.0,1.0,86.0,0.0,584.0,10.0,1158.0,82.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,1103608,F,South West Region,HE Qualification,70-80%,35-55,0,60,N,261,-165.0,261.0,1.0,88.5,0.0,773.0,10.0,1871.0,126.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,1187586,M,Scotland,HE Qualification,80-90%,55<=,0,90,N,261,-72.0,261.0,1.0,88.75,0.0,234.0,9.0,508.0,50.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,1282596,M,West Midlands Region,HE Qualification,40-50%,35-55,4,60,N,261,-155.0,261.0,1.0,67.5,0.0,1230.0,10.0,4238.0,163.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,1345808,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,261,-100.0,261.0,1.0,73.75,0.0,449.0,10.0,1128.0,79.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,1355699,M,West Midlands Region,HE Qualification,50-60%,35-55,2,60,N,261,-67.0,261.0,1.0,62.75,0.0,461.0,8.0,735.0,77.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,1375851,M,London Region,HE Qualification,50-60%,55<=,0,150,N,261,-25.0,261.0,1.0,85.0,0.0,318.0,9.0,753.0,42.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,1440467,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,90,N,261,-57.0,261.0,1.0,76.75,0.0,805.0,10.0,2388.0,149.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,1442991,M,Scotland,HE Qualification,70-80%,35-55,0,210,N,261,-67.0,261.0,1.0,77.25,0.0,325.0,9.0,694.0,65.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,1449692,M,West Midlands Region,Lower Than A Level,40-50%,35-55,0,120,N,261,-109.0,261.0,1.0,83.0,0.0,1289.0,10.0,4455.0,155.0,10.0,2013,Oct,Stem,Pass
DDD,2013J,1485105,M,Wales,Lower Than A Level,60-70%,35-55,2,60,N,261,-57.0,261.0,0.25,15.75,264.0,41.0,4.0,140.0,10.0,10.0,2013,Oct,Stem,Fail
DDD,2013J,1497480,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,261,-156.0,261.0,0.75,44.0,123.0,77.0,9.0,179.0,15.0,10.0,2013,Oct,Stem,Fail
