code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
DDD,M,South East Region,HE Qualification,50-60%,35-55,0,120,N,262,-127.0,262.0,keep,1.0,80.57142857142857,0.0,517,8,900,100,10,2014,Oct,Stem,Pass
DDD,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,262,-42.0,262.0,keep,1.0,79.71428571428571,0.0,291,9,586,86,10,2014,Oct,Stem,Pass
DDD,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,90,N,262,-136.0,262.0,keep,1.0,64.85714285714286,0.0,530,9,1391,117,10,2014,Oct,Stem,Pass
DDD,F,South West Region,A Level or Equivalent,30-40%,0-35,1,120,N,262,-116.0,262.0,keep,1.0,70.42857142857143,0.0,487,8,1011,107,10,2014,Oct,Stem,Pass
EEE,M,Wales,Lower Than A Level,0-10%,35-55,0,30,N,268,-30.0,268.0,keep,0.8,66.8,235.0,557,9,2242,126,11,2013,Oct,Stem,Pass
EEE,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,268,-39.0,268.0,keep,0.8,64.6,235.0,1464,10,6186,202,11,2013,Oct,Stem,Pass
EEE,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,268,-18.0,268.0,keep,0.8,74.2,235.0,603,9,2334,112,11,2013,Oct,Stem,Pass
EEE,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,30,N,268,-51.0,268.0,keep,0.8,71.2,235.0,346,11,1477,77,11,2013,Oct,Stem,Distinction
EEE,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,268,-74.0,268.0,keep,0.8,69.6,235.0,591,10,3018,99,11,2013,Oct,Stem,Pass
EEE,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-155.0,268.0,keep,0.8,61.2,235.0,386,10,1850,87,11,2013,Oct,Stem,Pass
EEE,M,Wales,Lower Than A Level,70-80%,0-35,0,120,N,268,-39.0,268.0,keep,0.8,38.4,235.0,710,10,3140,136,11,2013,Oct,Stem,Pass
EEE,M,North Western Region,HE Qualification,70-80%,35-55,0,30,N,268,-132.0,268.0,keep,0.8,71.8,235.0,823,10,3582,138,11,2013,Oct,Stem,Pass
EEE,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,268,-195.0,268.0,keep,0.2,18.4,586.0,127,9,402,22,11,2013,Oct,Stem,Fail
EEE,M,Scotland,HE Qualification,70-80%,0-35,0,90,N,268,-39.0,268.0,keep,0.4,35.0,518.0,122,8,567,25,11,2013,Oct,Stem,Fail
EEE,F,Scotland,HE Qualification,10-20,0-35,0,60,N,268,-59.0,268.0,keep,0.8,77.4,235.0,592,9,2221,129,11,2013,Oct,Stem,Distinction
EEE,M,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,268,-52.0,268.0,keep,0.4,24.4,518.0,87,9,271,26,11,2013,Oct,Stem,Fail
EEE,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,Y,268,-108.0,268.0,keep,0.4,30.4,518.0,121,8,590,34,11,2013,Oct,Stem,Fail
EEE,F,South Region,A Level or Equivalent,40-50%,0-35,0,130,N,268,-66.0,268.0,keep,0.8,71.0,235.0,235,10,1009,46,11,2013,Oct,Stem,Pass
EEE,F,North Region,A Level or Equivalent,10-20,0-35,0,145,N,268,-150.0,268.0,keep,0.8,73.8,235.0,337,9,1410,67,11,2013,Oct,Stem,Distinction
EEE,M,South East Region,HE Qualification,90-100%,0-35,0,60,N,268,-23.0,268.0,keep,0.8,71.6,235.0,272,9,1054,66,11,2013,Oct,Stem,Pass
EEE,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,268,-113.0,268.0,keep,0.8,52.0,235.0,245,9,1044,47,11,2013,Oct,Stem,Pass
EEE,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,50,N,268,-30.0,268.0,keep,0.8,70.8,235.0,495,10,2110,108,11,2013,Oct,Stem,Distinction
EEE,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,268,-96.0,268.0,keep,0.2,18.4,586.0,66,6,297,13,11,2013,Oct,Stem,Fail
EEE,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-43.0,268.0,keep,0.8,71.4,235.0,546,9,2127,109,11,2013,Oct,Stem,Distinction
EEE,M,North Western Region,Lower Than A Level,30-40%,35-55,0,110,N,268,-61.0,268.0,keep,0.8,75.2,235.0,872,10,4365,143,11,2013,Oct,Stem,Distinction
EEE,F,London Region,A Level or Equivalent,10-20,0-35,0,90,N,268,-44.0,268.0,keep,0.8,60.0,235.0,293,9,1054,55,11,2013,Oct,Stem,Pass
EEE,M,North Western Region,No Formal quals,20-30%,0-35,0,60,N,268,-153.0,268.0,keep,0.8,53.2,235.0,583,10,3100,102,11,2013,Oct,Stem,Fail
EEE,F,South Region,Lower Than A Level,30-40%,0-35,0,180,Y,268,-26.0,268.0,keep,0.8,70.6,235.0,416,9,1400,126,11,2013,Oct,Stem,Pass
EEE,M,Scotland,HE Qualification,90-100%,0-35,0,45,N,268,-157.0,268.0,keep,0.8,73.0,235.0,319,8,1306,70,11,2013,Oct,Stem,Pass
EEE,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,268,-186.0,268.0,keep,0.6,43.4,394.0,161,9,574,41,11,2013,Oct,Stem,Pass
EEE,M,East Anglian Region,HE Qualification,80-90%,35-55,0,90,N,268,-102.0,268.0,keep,0.8,72.2,235.0,731,10,3100,160,11,2013,Oct,Stem,Distinction
EEE,F,West Midlands Region,HE Qualification,90-100%,35-55,0,30,N,268,-59.0,268.0,keep,0.8,73.8,235.0,620,10,2378,120,11,2013,Oct,Stem,Pass
EEE,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,268,-47.0,268.0,keep,0.6,51.0,394.0,424,9,1675,70,11,2013,Oct,Stem,Fail
EEE,M,Wales,Lower Than A Level,20-30%,0-35,0,30,N,268,-43.0,268.0,keep,0.2,13.6,586.0,90,7,443,12,11,2013,Oct,Stem,Fail
EEE,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,268,-53.0,268.0,keep,0.8,73.8,235.0,285,9,952,65,11,2013,Oct,Stem,Pass
EEE,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,Y,268,-23.0,268.0,keep,0.6,41.8,359.0,392,10,1670,61,11,2013,Oct,Stem,Pass
EEE,M,Scotland,Lower Than A Level,90-100%,0-35,0,30,N,268,-100.0,268.0,keep,0.4,22.4,518.0,177,8,900,35,11,2013,Oct,Stem,Fail
EEE,M,Wales,HE Qualification,60-70%,0-35,0,60,N,268,-124.0,268.0,keep,0.8,60.0,235.0,528,10,2334,117,11,2013,Oct,Stem,Pass
EEE,M,East Anglian Region,HE Qualification,80-90%,35-55,0,30,N,268,-44.0,268.0,keep,0.8,71.2,235.0,1105,9,6674,179,11,2013,Oct,Stem,Pass
EEE,M,London Region,Lower Than A Level,10-20,35-55,0,60,N,268,-67.0,268.0,keep,0.8,56.2,235.0,453,10,2080,120,11,2013,Oct,Stem,Pass
EEE,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-125.0,268.0,keep,0.8,75.8,235.0,482,9,1813,94,11,2013,Oct,Stem,Distinction
EEE,M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,268,-31.0,268.0,keep,0.8,61.8,235.0,461,9,2298,77,11,2013,Oct,Stem,Pass
EEE,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,268,-149.0,268.0,keep,0.8,74.8,235.0,900,9,3328,142,11,2013,Oct,Stem,Pass
EEE,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-43.0,268.0,keep,0.8,68.2,235.0,326,10,883,95,11,2013,Oct,Stem,Pass
EEE,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,268,-15.0,268.0,keep,0.8,62.8,235.0,397,10,1630,66,11,2013,Oct,Stem,Pass
EEE,M,Scotland,HE Qualification,90-100%,35-55,0,150,N,268,-66.0,268.0,keep,0.8,66.0,235.0,369,9,1269,67,11,2013,Oct,Stem,Pass
EEE,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-65.0,268.0,keep,0.8,72.0,235.0,672,9,2720,170,11,2013,Oct,Stem,Pass
EEE,M,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,268,-36.0,268.0,keep,0.4,35.0,518.0,215,8,981,44,11,2013,Oct,Stem,Fail
EEE,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,268,-103.0,268.0,keep,0.8,68.4,235.0,1288,11,3967,186,11,2013,Oct,Stem,Pass
EEE,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-186.0,268.0,keep,0.8,73.2,235.0,347,10,1525,105,11,2013,Oct,Stem,Distinction
EEE,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,268,-39.0,268.0,keep,0.8,79.8,235.0,438,11,1486,82,11,2013,Oct,Stem,Distinction
EEE,M,Scotland,HE Qualification,30-40%,35-55,0,90,N,268,-33.0,268.0,keep,0.8,69.8,235.0,886,10,4844,126,11,2013,Oct,Stem,Pass
EEE,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,268,-61.0,268.0,keep,0.8,65.4,235.0,1591,10,6917,230,11,2013,Oct,Stem,Pass
EEE,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,268,-71.0,268.0,keep,0.8,63.8,235.0,268,10,1264,52,11,2013,Oct,Stem,Pass
EEE,M,Scotland,HE Qualification,60-70%,0-35,0,215,N,268,-12.0,268.0,keep,0.6,37.6,394.0,219,8,827,60,11,2013,Oct,Stem,Pass
EEE,M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,268,-36.0,268.0,keep,0.8,60.2,235.0,504,9,2202,118,11,2013,Oct,Stem,Pass
EEE,M,South West Region,HE Qualification,30-40%,35-55,0,55,N,268,-19.0,268.0,keep,0.4,32.6,518.0,330,9,1146,54,11,2013,Oct,Stem,Fail
EEE,M,South Region,A Level or Equivalent,20-30%,0-35,0,150,N,268,-108.0,268.0,keep,0.8,58.6,235.0,538,9,1797,111,11,2013,Oct,Stem,Pass
EEE,M,North Region,Lower Than A Level,30-40%,0-35,0,210,Y,268,-75.0,268.0,keep,0.2,19.0,586.0,132,9,387,30,11,2013,Oct,Stem,Fail
EEE,M,East Midlands Region,HE Qualification,50-60%,0-35,0,120,N,268,-99.0,268.0,keep,0.8,74.2,235.0,468,9,2329,76,11,2013,Oct,Stem,Distinction
EEE,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,268,-145.0,268.0,keep,0.8,62.4,235.0,865,10,4018,174,11,2013,Oct,Stem,Pass
EEE,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,268,-59.0,268.0,keep,0.8,74.8,235.0,544,10,2684,106,11,2013,Oct,Stem,Distinction
EEE,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,268,-78.0,268.0,keep,0.8,76.6,235.0,488,9,2477,118,11,2013,Oct,Stem,Distinction
EEE,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,268,-31.0,268.0,keep,0.8,56.8,235.0,226,8,946,64,11,2013,Oct,Stem,Pass
EEE,M,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,268,-25.0,268.0,keep,0.8,53.0,235.0,113,9,585,33,11,2013,Oct,Stem,Pass
EEE,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,268,-79.0,268.0,keep,0.8,73.4,235.0,646,10,2299,152,11,2013,Oct,Stem,Pass
EEE,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,268,-157.0,268.0,keep,0.8,53.6,235.0,454,10,2700,94,11,2013,Oct,Stem,Pass
EEE,M,Scotland,A Level or Equivalent,80-90%,35-55,0,30,N,268,-19.0,268.0,keep,0.8,75.2,235.0,1020,10,3860,129,11,2013,Oct,Stem,Distinction
EEE,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,268,-102.0,268.0,keep,0.8,69.4,235.0,339,9,1906,56,11,2013,Oct,Stem,Pass
EEE,M,South East Region,A Level or Equivalent,20-30%,0-35,0,70,N,268,-145.0,268.0,keep,0.8,64.6,235.0,346,10,1262,74,11,2013,Oct,Stem,Pass
EEE,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,40,N,268,-49.0,268.0,keep,0.8,73.6,235.0,749,9,3008,152,11,2013,Oct,Stem,Pass
EEE,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,268,-158.0,268.0,keep,0.8,63.2,235.0,451,10,2743,112,11,2013,Oct,Stem,Pass
EEE,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,268,-36.0,268.0,keep,0.2,14.0,586.0,150,9,469,33,11,2013,Oct,Stem,Fail
EEE,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,268,-36.0,268.0,keep,0.6,47.4,394.0,349,9,988,68,11,2013,Oct,Stem,Pass
EEE,F,North Western Region,A Level or Equivalent,10-20,0-35,0,40,N,268,-58.0,268.0,keep,0.8,69.8,235.0,345,9,1462,70,11,2013,Oct,Stem,Pass
EEE,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,160,N,268,-45.0,268.0,keep,0.8,51.6,235.0,69,8,380,20,11,2013,Oct,Stem,Pass
EEE,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-103.0,268.0,keep,0.8,72.4,235.0,390,10,1373,94,11,2013,Oct,Stem,Pass
EEE,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,268,-149.0,268.0,keep,0.6,45.0,394.0,301,11,951,59,11,2013,Oct,Stem,Pass
EEE,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,268,-47.0,268.0,keep,0.8,59.0,235.0,1173,9,6374,184,11,2013,Oct,Stem,Pass
EEE,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,90,N,268,-38.0,268.0,keep,0.8,74.2,235.0,530,9,2805,116,11,2013,Oct,Stem,Distinction
EEE,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,268,-96.0,268.0,keep,0.8,57.4,235.0,405,9,1461,57,11,2013,Oct,Stem,Pass
EEE,M,Scotland,A Level or Equivalent,10-20,35-55,0,120,N,268,-82.0,268.0,keep,0.8,71.6,235.0,328,10,1675,83,11,2013,Oct,Stem,Pass
EEE,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,268,-67.0,268.0,keep,0.8,60.8,235.0,293,9,1108,53,11,2013,Oct,Stem,Pass
EEE,M,London Region,Lower Than A Level,80-90%,0-35,0,60,N,268,-85.0,268.0,keep,0.6,42.2,394.0,405,9,1094,86,11,2013,Oct,Stem,Pass
EEE,F,South West Region,HE Qualification,70-80%,0-35,0,240,N,268,-58.0,268.0,keep,0.8,68.0,235.0,377,9,1368,77,11,2013,Oct,Stem,Pass
EEE,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-75.0,268.0,keep,0.8,65.8,235.0,417,9,1542,104,11,2013,Oct,Stem,Pass
EEE,M,London Region,HE Qualification,80-90%,0-35,0,60,N,268,-26.0,268.0,keep,0.8,60.0,235.0,133,9,525,41,11,2013,Oct,Stem,Pass
EEE,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,268,-150.0,268.0,keep,0.8,50.8,235.0,337,10,1592,64,11,2013,Oct,Stem,Fail
EEE,F,South East Region,A Level or Equivalent,30-40%,35-55,0,30,Y,268,-37.0,268.0,keep,0.8,72.8,235.0,516,10,2105,125,11,2013,Oct,Stem,Distinction
EEE,M,Scotland,A Level or Equivalent,10-20,0-35,0,30,N,268,-82.0,268.0,keep,0.8,41.6,235.0,464,9,1722,105,11,2013,Oct,Stem,Pass
EEE,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,268,-38.0,268.0,keep,0.8,74.6,235.0,736,11,3222,125,11,2013,Oct,Stem,Distinction
EEE,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,268,-49.0,268.0,keep,0.8,47.0,235.0,114,10,568,29,11,2013,Oct,Stem,Pass
EEE,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,268,-103.0,268.0,keep,0.8,64.0,235.0,494,9,1599,106,11,2013,Oct,Stem,Pass
EEE,M,London Region,A Level or Equivalent,10-20,0-35,0,30,N,268,-36.0,268.0,keep,0.8,56.8,235.0,184,9,941,36,11,2013,Oct,Stem,Pass
EEE,M,North Western Region,HE Qualification,10-20,0-35,0,60,N,268,-107.0,268.0,keep,0.8,74.6,235.0,1080,9,4395,179,11,2013,Oct,Stem,Pass
EEE,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,268,-24.0,268.0,keep,0.2,16.6,586.0,53,7,312,8,11,2013,Oct,Stem,Fail
EEE,M,North Region,A Level or Equivalent,70-80%,35-55,0,60,N,268,-123.0,268.0,keep,0.8,71.4,235.0,265,9,1354,67,11,2013,Oct,Stem,Pass
EEE,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,268,-22.0,268.0,keep,0.8,69.2,235.0,554,10,2142,91,11,2013,Oct,Stem,Pass
EEE,F,Ireland,A Level or Equivalent,0-10%,0-35,0,90,N,268,-11.0,268.0,keep,0.8,62.8,235.0,407,9,1543,68,11,2013,Oct,Stem,Pass
EEE,M,South West Region,Lower Than A Level,70-80%,35-55,0,30,N,268,-138.0,268.0,keep,0.8,77.0,235.0,907,10,5127,157,11,2013,Oct,Stem,Distinction
EEE,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,45,N,268,-44.0,268.0,keep,0.8,53.6,235.0,88,8,320,23,11,2013,Oct,Stem,Pass
EEE,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,268,-27.0,268.0,keep,0.8,55.2,235.0,677,9,2369,144,11,2013,Oct,Stem,Pass
EEE,M,South Region,Lower Than A Level,10-20,0-35,0,90,N,268,-64.0,268.0,keep,0.8,37.4,235.0,298,8,1035,69,11,2013,Oct,Stem,Pass
EEE,M,South East Region,A Level or Equivalent,40-50%,35-55,0,30,N,268,-172.0,268.0,keep,0.8,38.0,235.0,517,10,2399,97,11,2013,Oct,Stem,Pass
EEE,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-29.0,268.0,keep,0.2,11.4,586.0,61,8,320,7,11,2013,Oct,Stem,Fail
EEE,M,London Region,Lower Than A Level,20-30%,0-35,0,90,N,268,-136.0,268.0,keep,0.8,62.8,235.0,453,10,2132,88,11,2013,Oct,Stem,Pass
EEE,M,Wales,Lower Than A Level,10-20,0-35,0,30,Y,268,-67.0,268.0,keep,0.8,61.6,235.0,487,9,1722,76,11,2013,Oct,Stem,Pass
EEE,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,268,-67.0,268.0,keep,0.8,68.4,235.0,571,9,1912,135,11,2013,Oct,Stem,Pass
EEE,M,North Western Region,HE Qualification,10-20,35-55,0,30,N,268,-29.0,268.0,keep,0.8,57.8,235.0,506,9,2258,84,11,2013,Oct,Stem,Pass
EEE,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,268,-23.0,268.0,keep,0.8,67.2,235.0,206,9,1145,38,11,2013,Oct,Stem,Pass
EEE,M,South Region,Lower Than A Level,30-40%,35-55,0,60,Y,268,-109.0,268.0,keep,0.8,60.0,235.0,332,10,1438,69,11,2013,Oct,Stem,Pass
EEE,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-28.0,268.0,keep,0.8,69.8,235.0,1152,10,5260,202,11,2013,Oct,Stem,Pass
EEE,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-127.0,268.0,keep,0.2,9.8,586.0,49,7,151,16,11,2013,Oct,Stem,Fail
EEE,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-67.0,268.0,keep,0.8,56.4,235.0,229,9,908,62,11,2013,Oct,Stem,Pass
EEE,M,Scotland,HE Qualification,20-30%,0-35,0,30,N,268,-46.0,268.0,keep,0.8,66.4,235.0,684,10,2955,110,11,2013,Oct,Stem,Pass
EEE,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,Y,268,-38.0,268.0,keep,0.8,68.2,235.0,364,9,1437,73,11,2013,Oct,Stem,Distinction
EEE,M,North Region,A Level or Equivalent,20-30%,0-35,0,180,N,268,-17.0,268.0,keep,0.8,62.2,235.0,271,9,1089,77,11,2013,Oct,Stem,Pass
EEE,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,268,-53.0,268.0,keep,0.8,70.8,235.0,452,9,2443,87,11,2013,Oct,Stem,Pass
EEE,M,North Region,HE Qualification,40-50%,0-35,0,40,N,268,-80.0,268.0,keep,0.8,76.8,235.0,506,9,2510,118,11,2013,Oct,Stem,Distinction
EEE,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,268,-103.0,268.0,keep,0.2,13.2,586.0,123,9,460,19,11,2013,Oct,Stem,Fail
EEE,M,Scotland,HE Qualification,40-50%,0-35,0,30,N,268,-36.0,268.0,keep,0.8,74.4,235.0,634,9,2360,122,11,2013,Oct,Stem,Distinction
EEE,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-127.0,268.0,keep,0.8,58.6,235.0,328,10,1463,70,11,2013,Oct,Stem,Fail
EEE,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,268,-150.0,268.0,keep,0.8,76.4,235.0,902,10,2946,150,11,2013,Oct,Stem,Distinction
EEE,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,40,N,268,-117.0,268.0,keep,0.8,69.6,235.0,526,9,1822,127,11,2013,Oct,Stem,Distinction
EEE,M,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,268,-153.0,268.0,keep,0.8,69.6,235.0,1587,10,7866,224,11,2013,Oct,Stem,Distinction
EEE,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,268,-49.0,268.0,keep,0.4,28.4,518.0,131,8,521,33,11,2013,Oct,Stem,Fail
EEE,M,Scotland,No Formal quals,30-40%,35-55,0,45,N,268,-38.0,268.0,keep,0.8,70.6,235.0,257,9,1093,52,11,2013,Oct,Stem,Pass
EEE,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,268,-52.0,268.0,keep,0.8,72.2,235.0,598,10,2236,97,11,2013,Oct,Stem,Pass
EEE,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,268,-149.0,268.0,keep,0.6,55.4,359.0,133,8,643,19,11,2013,Oct,Stem,Pass
EEE,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,268,-83.0,268.0,keep,0.8,66.6,235.0,509,9,2266,112,11,2013,Oct,Stem,Pass
EEE,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,268,-67.0,268.0,keep,0.8,64.2,235.0,354,10,1897,60,11,2013,Oct,Stem,Pass
EEE,M,Wales,A Level or Equivalent,20-30%,35-55,0,30,N,268,-53.0,268.0,keep,0.8,62.0,235.0,760,9,2560,110,11,2013,Oct,Stem,Pass
EEE,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,0,60,N,268,-52.0,268.0,keep,0.8,78.4,235.0,837,10,3401,142,11,2013,Oct,Stem,Distinction
EEE,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,Y,268,-101.0,268.0,keep,0.8,74.2,235.0,531,9,2128,110,11,2013,Oct,Stem,Pass
EEE,M,East Midlands Region,HE Qualification,90-100%,35-55,0,30,N,268,-22.0,268.0,keep,0.8,71.0,235.0,247,9,1261,31,11,2013,Oct,Stem,Distinction
EEE,M,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,268,-57.0,268.0,keep,0.8,70.0,235.0,850,10,3698,142,11,2013,Oct,Stem,Pass
EEE,M,Wales,Lower Than A Level,40-50%,0-35,0,120,N,268,-18.0,268.0,keep,0.8,66.6,235.0,359,9,1447,85,11,2013,Oct,Stem,Fail
EEE,F,London Region,HE Qualification,30-40%,0-35,0,30,N,268,-75.0,268.0,keep,0.8,52.2,235.0,136,8,509,36,11,2013,Oct,Stem,Pass
EEE,M,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,268,-166.0,268.0,keep,0.8,73.0,235.0,266,10,1030,61,11,2013,Oct,Stem,Pass
EEE,M,London Region,HE Qualification,60-70%,35-55,0,60,N,268,-31.0,268.0,keep,0.8,71.4,235.0,1010,10,3673,158,11,2013,Oct,Stem,Pass
EEE,M,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,268,-26.0,268.0,keep,0.8,66.2,235.0,408,9,1446,91,11,2013,Oct,Stem,Pass
EEE,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-31.0,268.0,keep,0.8,72.0,235.0,371,9,1501,76,11,2013,Oct,Stem,Pass
EEE,M,North Region,Lower Than A Level,20-30%,35-55,0,30,N,268,-15.0,268.0,keep,0.8,65.2,235.0,480,9,2495,87,11,2013,Oct,Stem,Pass
EEE,M,Wales,A Level or Equivalent,70-80%,0-35,0,30,N,268,-30.0,268.0,keep,0.4,30.0,518.0,158,9,728,35,11,2013,Oct,Stem,Fail
EEE,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,268,-185.0,268.0,keep,0.8,69.4,235.0,781,10,3020,118,11,2013,Oct,Stem,Pass
EEE,M,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,268,-59.0,268.0,keep,0.8,70.4,235.0,604,9,2570,103,11,2013,Oct,Stem,Pass
EEE,M,North Region,A Level or Equivalent,30-40%,0-35,0,90,N,268,-130.0,268.0,keep,0.8,69.4,235.0,718,10,2298,143,11,2013,Oct,Stem,Pass
EEE,M,Scotland,A Level or Equivalent,90-100%,35-55,0,50,N,268,-127.0,268.0,keep,0.8,66.4,235.0,409,9,1746,73,11,2013,Oct,Stem,Pass
EEE,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,268,-22.0,268.0,keep,0.8,48.4,235.0,229,9,705,47,11,2013,Oct,Stem,Pass
EEE,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,268,-81.0,268.0,keep,0.2,18.2,586.0,288,7,1202,49,11,2013,Oct,Stem,Fail
EEE,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,268,-32.0,268.0,keep,0.8,66.6,235.0,342,9,1318,79,11,2013,Oct,Stem,Pass
EEE,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,268,-59.0,268.0,keep,0.4,21.2,518.0,419,9,1431,79,11,2013,Oct,Stem,Fail
EEE,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,268,-30.0,268.0,keep,0.8,72.6,235.0,483,9,2175,115,11,2013,Oct,Stem,Pass
EEE,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,268,-143.0,268.0,keep,0.8,51.0,235.0,85,8,469,23,11,2013,Oct,Stem,Pass
EEE,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,268,-12.0,268.0,keep,0.8,49.0,235.0,287,9,1140,66,11,2013,Oct,Stem,Fail
EEE,M,South West Region,Lower Than A Level,30-40%,35-55,0,30,N,268,-24.0,268.0,keep,0.4,26.4,518.0,106,6,582,30,11,2013,Oct,Stem,Fail
EEE,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,45,N,268,-52.0,268.0,keep,0.8,58.0,235.0,403,9,1539,98,11,2013,Oct,Stem,Pass
