mod_pres_stu,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
CCC-2014J-392890,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,269,-64.0,269.0,keep,0.6666666666666666,39.833333333333336,302.0,212,8,508,60,9,2014,Oct,Stem,Fail
CCC-2014J-393142,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,269,-32.0,269.0,keep,1.0,98.33333333333333,0.0,230,7,794,54,9,2014,Oct,Stem,Distinction
CCC-2014J-394791,F,North Western Region,Lower Than A Level,40-50%,0-35,1,60,Y,269,-64.0,269.0,keep,1.0,65.66666666666667,0.0,318,7,954,63,9,2014,Oct,Stem,Pass
CCC-2014J-395757,M,South West Region,HE Qualification,50-60%,35-55,0,60,N,269,-24.0,269.0,keep,0.5,45.666666666666664,299.0,410,8,1054,86,9,2014,Oct,Stem,Pass
CCC-2014J-398496,F,South Region,Lower Than A Level,20-30%,35-55,0,120,N,269,-60.0,269.0,keep,0.5,43.833333333333336,299.0,1186,9,5746,161,9,2014,Oct,Stem,Pass
CCC-2014J-400958,F,Ireland,HE Qualification,70-80%,0-35,0,170,N,269,-31.0,269.0,keep,1.0,52.666666666666664,0.0,166,6,552,37,9,2014,Oct,Stem,Fail
CCC-2014J-402378,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,40,N,269,-31.0,269.0,keep,1.0,70.0,0.0,576,8,1586,127,9,2014,Oct,Stem,Pass
CCC-2014J-402883,F,Wales,Lower Than A Level,0-10%,0-35,0,30,N,269,-66.0,269.0,keep,0.16666666666666666,3.0,461.0,89,7,275,22,9,2014,Oct,Stem,Fail
CCC-2014J-404863,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,269,-51.0,269.0,keep,0.16666666666666666,13.0,510.0,82,6,311,33,9,2014,Oct,Stem,Fail
CCC-2014J-406698,M,Wales,A Level or Equivalent,20-30%,35-55,0,30,N,269,-70.0,269.0,keep,1.0,84.0,0.0,199,8,1059,41,9,2014,Oct,Stem,Fail
CCC-2014J-407404,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,269,-84.0,269.0,keep,0.5,43.5,299.0,92,5,297,38,9,2014,Oct,Stem,Distinction
CCC-2014J-408608,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,269,-53.0,269.0,keep,0.8333333333333334,71.0,32.0,186,7,762,54,9,2014,Oct,Stem,Fail
CCC-2014J-409733,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,269,-73.0,269.0,keep,1.0,84.66666666666667,0.0,418,8,1264,78,9,2014,Oct,Stem,Pass
CCC-2014J-409852,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,269,-81.0,269.0,keep,0.8333333333333334,32.666666666666664,32.0,297,7,1004,67,9,2014,Oct,Stem,Fail
CCC-2014J-409953,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,269,-23.0,269.0,keep,1.0,76.0,0.0,216,7,566,63,9,2014,Oct,Stem,Pass
CCC-2014J-410176,F,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,269,-24.0,269.0,keep,0.5,31.0,411.0,81,7,169,20,9,2014,Oct,Stem,Fail
CCC-2014J-411549,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,269,-41.0,269.0,keep,1.0,63.666666666666664,0.0,531,9,2622,84,9,2014,Oct,Stem,Pass
CCC-2014J-412600,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,269,-49.0,269.0,keep,1.0,52.5,0.0,111,8,307,36,9,2014,Oct,Stem,Pass
CCC-2014J-412663,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,269,-95.0,269.0,keep,1.0,54.666666666666664,0.0,360,8,1219,90,9,2014,Oct,Stem,Pass
CCC-2014J-413087,M,Wales,HE Qualification,0-10%,0-35,0,90,N,269,5.0,269.0,keep,0.6666666666666666,44.166666666666664,141.0,255,7,1036,44,9,2014,Oct,Stem,Fail
CCC-2014J-413200,M,South East Region,HE Qualification,10-20,0-35,0,60,N,269,-22.0,269.0,keep,1.0,52.666666666666664,0.0,105,6,281,36,9,2014,Oct,Stem,Fail
CCC-2014J-414772,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,269,-79.0,269.0,keep,0.8333333333333334,49.833333333333336,144.0,145,6,336,26,9,2014,Oct,Stem,Pass
CCC-2014J-415631,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,269,-23.0,269.0,keep,1.0,73.33333333333333,0.0,110,6,498,33,9,2014,Oct,Stem,Pass
CCC-2014J-416284,M,Scotland,HE Qualification,70-80%,0-35,0,90,N,269,-51.0,269.0,keep,1.0,65.0,0.0,82,7,286,17,9,2014,Oct,Stem,Fail
CCC-2014J-417522,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,269,-18.0,269.0,keep,1.0,84.0,0.0,147,7,415,55,9,2014,Oct,Stem,Pass
CCC-2014J-417724,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,Y,269,-25.0,269.0,keep,1.0,81.83333333333333,0.0,173,6,603,42,9,2014,Oct,Stem,Pass
CCC-2014J-418397,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,269,-127.0,269.0,keep,1.0,83.33333333333333,0.0,620,8,1639,129,9,2014,Oct,Stem,Pass
CCC-2014J-418971,M,East Midlands Region,Lower Than A Level,40-50%,0-35,1,60,N,269,-41.0,269.0,keep,0.5,36.666666666666664,411.0,91,7,211,21,9,2014,Oct,Stem,Fail
CCC-2014J-420042,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,120,N,269,-115.0,269.0,keep,0.6666666666666666,59.5,141.0,465,8,1752,99,9,2014,Oct,Stem,Distinction
CCC-2014J-422343,M,South West Region,HE Qualification,60-70%,0-35,0,90,N,269,-114.0,269.0,keep,1.0,83.0,0.0,173,8,622,27,9,2014,Oct,Stem,Pass
CCC-2014J-422542,M,Ireland,HE Qualification,80-90%,35-55,0,60,N,269,-18.0,269.0,keep,1.0,48.166666666666664,0.0,147,8,427,34,9,2014,Oct,Stem,Fail
CCC-2014J-422670,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,269,-29.0,269.0,keep,1.0,83.83333333333333,0.0,660,7,2653,96,9,2014,Oct,Stem,Pass
CCC-2014J-423607,M,West Midlands Region,Lower Than A Level,60-70%,35-55,1,30,N,269,-52.0,269.0,keep,1.0,67.83333333333333,0.0,387,8,1580,56,9,2014,Oct,Stem,Fail
CCC-2014J-423622,M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,Y,269,-15.0,269.0,keep,0.6666666666666666,45.5,50.0,75,6,222,25,9,2014,Oct,Stem,Fail
CCC-2014J-423664,M,South West Region,A Level or Equivalent,80-90%,0-35,0,30,N,269,-95.0,269.0,keep,0.3333333333333333,20.166666666666668,443.0,96,5,262,14,9,2014,Oct,Stem,Fail
CCC-2014J-425053,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,Y,269,-81.0,269.0,keep,0.5,41.666666666666664,411.0,88,7,398,10,9,2014,Oct,Stem,Fail
CCC-2014J-425287,M,London Region,Post Graduate Qualification,30-40%,35-55,1,90,N,269,-10.0,269.0,keep,1.0,54.833333333333336,0.0,194,6,574,33,9,2014,Oct,Stem,Pass
CCC-2014J-427390,M,North Region,Lower Than A Level,50-60%,0-35,0,120,N,269,-60.0,269.0,keep,0.5,37.0,299.0,250,8,1076,40,9,2014,Oct,Stem,Fail
CCC-2014J-427413,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,269,-154.0,269.0,keep,1.0,74.83333333333333,0.0,461,9,1322,76,9,2014,Oct,Stem,Fail
CCC-2014J-429015,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,269,-15.0,269.0,keep,1.0,66.0,0.0,156,7,910,28,9,2014,Oct,Stem,Pass
CCC-2014J-430020,M,London Region,A Level or Equivalent,10-20,0-35,0,90,N,269,-8.0,269.0,keep,0.3333333333333333,22.0,478.0,72,7,235,9,9,2014,Oct,Stem,Fail
CCC-2014J-430487,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,30,N,269,-143.0,269.0,keep,1.0,92.16666666666667,0.0,238,8,819,54,9,2014,Oct,Stem,Distinction
CCC-2014J-430806,M,South East Region,HE Qualification,50-60%,35-55,1,70,N,269,-63.0,269.0,keep,1.0,87.83333333333333,0.0,326,9,890,61,9,2014,Oct,Stem,Pass
CCC-2014J-432478,M,Ireland,A Level or Equivalent,50-60%,35-55,0,30,N,269,-93.0,269.0,keep,0.16666666666666666,9.333333333333334,510.0,115,7,322,20,9,2014,Oct,Stem,Fail
CCC-2014J-432724,F,South Region,Lower Than A Level,60-70%,35-55,0,150,N,269,-28.0,269.0,keep,0.6666666666666666,65.66666666666667,267.0,462,8,1443,113,9,2014,Oct,Stem,Distinction
CCC-2014J-433794,M,Scotland,Lower Than A Level,30-40%,0-35,0,210,N,269,-43.0,269.0,keep,1.0,85.16666666666667,0.0,748,7,2530,104,9,2014,Oct,Stem,Pass
CCC-2014J-437482,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,269,-122.0,269.0,keep,1.0,83.5,0.0,338,7,964,80,9,2014,Oct,Stem,Pass
CCC-2014J-437968,M,Scotland,HE Qualification,0-10%,35-55,0,30,N,269,-85.0,269.0,keep,0.3333333333333333,32.333333333333336,478.0,182,7,528,39,9,2014,Oct,Stem,Fail
CCC-2014J-440103,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,269,-31.0,269.0,keep,0.5,24.666666666666668,229.0,98,6,224,38,9,2014,Oct,Stem,Fail
CCC-2014J-440171,F,Scotland,HE Qualification,40-50%,0-35,1,60,N,269,-93.0,269.0,keep,1.0,73.83333333333333,0.0,208,7,1146,40,9,2014,Oct,Stem,Pass
CCC-2014J-442669,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,269,-25.0,269.0,keep,1.0,91.0,0.0,450,7,1782,69,9,2014,Oct,Stem,Pass
CCC-2014J-442924,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,269,-108.0,269.0,keep,0.5,47.5,299.0,185,7,636,35,9,2014,Oct,Stem,Distinction
CCC-2014J-443964,F,Scotland,HE Qualification,80-90%,0-35,0,60,N,269,-49.0,269.0,keep,0.5,45.0,299.0,489,8,4167,91,9,2014,Oct,Stem,Distinction
CCC-2014J-445114,F,London Region,A Level or Equivalent,50-60%,35-55,0,210,N,269,-10.0,269.0,keep,0.5,36.333333333333336,299.0,295,7,1106,45,9,2014,Oct,Stem,Pass
CCC-2014J-446778,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,269,-37.0,219.0,keep,1.0,88.83333333333333,0.0,168,7,516,50,9,2014,Oct,Stem,Withdrawn
CCC-2014J-447644,F,South West Region,A Level or Equivalent,80-90%,0-35,0,90,Y,269,-43.0,269.0,keep,1.0,92.66666666666667,0.0,225,8,730,42,9,2014,Oct,Stem,Distinction
CCC-2014J-464732,F,Scotland,HE Qualification,70-80%,0-35,0,150,N,269,-59.0,269.0,keep,0.8333333333333334,30.166666666666668,67.0,150,8,795,48,9,2014,Oct,Stem,Fail
CCC-2014J-464981,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,269,-81.0,269.0,keep,1.0,99.33333333333333,0.0,294,7,968,79,9,2014,Oct,Stem,Distinction
CCC-2014J-465331,M,London Region,A Level or Equivalent,90-100%,0-35,0,220,N,269,-5.0,269.0,keep,0.5,38.333333333333336,369.0,146,8,264,39,9,2014,Oct,Stem,Pass
CCC-2014J-465732,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,30,N,269,-88.0,269.0,keep,0.6666666666666666,30.166666666666668,302.0,96,6,292,25,9,2014,Oct,Stem,Fail
CCC-2014J-465789,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,269,-64.0,269.0,keep,0.5,36.666666666666664,299.0,1008,7,4230,144,9,2014,Oct,Stem,Pass
CCC-2014J-465900,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,269,-49.0,269.0,keep,1.0,78.5,0.0,151,7,339,45,9,2014,Oct,Stem,Pass
CCC-2014J-466360,M,South West Region,HE Qualification,30-40%,35-55,0,30,N,269,-115.0,269.0,keep,1.0,93.83333333333333,0.0,212,7,708,63,9,2014,Oct,Stem,Distinction
CCC-2014J-466372,M,Wales,Lower Than A Level,20-30%,0-35,0,30,N,269,-42.0,269.0,keep,1.0,78.5,0.0,172,6,566,43,9,2014,Oct,Stem,Fail
CCC-2014J-468902,M,Ireland,Lower Than A Level,70-80%,0-35,0,30,N,269,-60.0,269.0,keep,0.3333333333333333,15.833333333333334,429.0,66,6,316,19,9,2014,Oct,Stem,Fail
CCC-2014J-469887,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,269,-107.0,269.0,keep,0.16666666666666666,9.333333333333334,510.0,178,7,926,40,9,2014,Oct,Stem,Fail
CCC-2014J-470385,M,East Anglian Region,HE Qualification,70-80%,0-35,0,30,N,269,-60.0,269.0,keep,1.0,87.83333333333333,0.0,912,7,3896,121,9,2014,Oct,Stem,Pass
CCC-2014J-471027,F,North Western Region,HE Qualification,20-30%,35-55,0,60,N,269,-46.0,269.0,keep,0.5,50.0,299.0,600,7,3286,71,9,2014,Oct,Stem,Distinction
CCC-2014J-471580,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,1,30,N,269,-108.0,269.0,keep,1.0,67.33333333333333,0.0,463,7,1169,102,9,2014,Oct,Stem,Pass
CCC-2014J-472651,M,South West Region,HE Qualification,70-80%,35-55,0,60,N,269,-60.0,269.0,keep,1.0,88.33333333333333,0.0,396,8,1407,78,9,2014,Oct,Stem,Distinction
CCC-2014J-472736,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,30,N,269,-63.0,269.0,keep,1.0,96.33333333333333,0.0,586,8,1997,99,9,2014,Oct,Stem,Pass
CCC-2014J-472762,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,180,N,269,-134.0,269.0,keep,1.0,87.33333333333333,0.0,500,7,2036,117,9,2014,Oct,Stem,Distinction
CCC-2014J-473082,M,Scotland,A Level or Equivalent,90-100%,35-55,0,30,N,269,-24.0,215.0,keep,1.0,56.333333333333336,0.0,239,8,871,37,9,2014,Oct,Stem,Withdrawn
CCC-2014J-474495,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,269,-121.0,269.0,keep,1.0,87.33333333333333,0.0,166,6,638,45,9,2014,Oct,Stem,Distinction
CCC-2014J-474628,M,South West Region,HE Qualification,80-90%,0-35,0,30,N,269,-30.0,269.0,keep,1.0,76.83333333333333,0.0,545,8,1618,107,9,2014,Oct,Stem,Pass
CCC-2014J-475065,M,North Western Region,HE Qualification,90-100%,0-35,0,30,N,269,-42.0,269.0,keep,1.0,78.33333333333333,0.0,648,7,2719,116,9,2014,Oct,Stem,Pass
CCC-2014J-475163,M,Wales,Lower Than A Level,20-30%,35-55,0,30,N,269,-135.0,239.0,keep,0.6666666666666666,50.0,302.0,298,8,1301,39,9,2014,Oct,Stem,Withdrawn
CCC-2014J-475734,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,269,-96.0,269.0,keep,1.0,80.16666666666667,0.0,809,8,2946,150,9,2014,Oct,Stem,Fail
CCC-2014J-477099,M,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,269,-43.0,269.0,keep,1.0,77.5,0.0,717,9,2549,131,9,2014,Oct,Stem,Pass
CCC-2014J-478346,M,South East Region,HE Qualification,20-30%,0-35,0,60,N,269,-21.0,269.0,keep,0.8333333333333334,62.5,109.0,356,7,1192,57,9,2014,Oct,Stem,Pass
CCC-2014J-478513,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,90,N,269,-135.0,269.0,keep,1.0,87.33333333333333,0.0,514,8,1698,89,9,2014,Oct,Stem,Pass
CCC-2014J-479522,F,London Region,A Level or Equivalent,40-50%,35-55,0,120,N,269,-32.0,269.0,keep,0.6666666666666666,34.0,267.0,331,8,1195,59,9,2014,Oct,Stem,Pass
CCC-2014J-480115,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,269,-144.0,269.0,keep,0.5,42.5,299.0,760,8,2505,118,9,2014,Oct,Stem,Pass
CCC-2014J-481169,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,269,-67.0,236.0,keep,0.8333333333333334,55.166666666666664,67.0,518,8,5383,73,9,2014,Oct,Stem,Withdrawn
CCC-2014J-481314,M,London Region,A Level or Equivalent,30-40%,35-55,0,30,N,269,-60.0,269.0,keep,1.0,73.5,0.0,384,7,1279,100,9,2014,Oct,Stem,Pass
CCC-2014J-482145,F,London Region,A Level or Equivalent,80-90%,0-35,0,30,N,269,-37.0,269.0,keep,1.0,43.166666666666664,0.0,150,7,387,36,9,2014,Oct,Stem,Fail
CCC-2014J-482938,M,South East Region,Lower Than A Level,30-40%,35-55,0,180,N,269,-46.0,269.0,keep,0.16666666666666666,1.8333333333333333,510.0,94,8,381,18,9,2014,Oct,Stem,Withdrawn
CCC-2014J-483108,F,North Western Region,A Level or Equivalent,80-90%,0-35,1,30,N,269,-137.0,269.0,keep,0.3333333333333333,24.5,366.0,232,8,747,33,9,2014,Oct,Stem,Fail
CCC-2014J-483793,M,South Region,Lower Than A Level,70-80%,0-35,0,30,N,269,-13.0,269.0,keep,0.3333333333333333,26.0,443.0,96,6,334,18,9,2014,Oct,Stem,Fail
CCC-2014J-483858,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,269,-123.0,269.0,keep,0.8333333333333334,61.833333333333336,158.0,284,7,911,58,9,2014,Oct,Stem,Pass
CCC-2014J-484223,F,Ireland,Lower Than A Level,90-100%,0-35,0,90,N,269,-108.0,269.0,keep,1.0,76.66666666666667,0.0,221,8,529,54,9,2014,Oct,Stem,Pass
CCC-2014J-484435,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,269,-22.0,269.0,keep,0.3333333333333333,32.333333333333336,366.0,86,7,213,19,9,2014,Oct,Stem,Distinction
CCC-2014J-486300,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,269,-135.0,269.0,keep,0.3333333333333333,20.666666666666668,478.0,21,6,57,3,9,2014,Oct,Stem,Fail
CCC-2014J-487314,M,Wales,HE Qualification,70-80%,0-35,0,60,N,269,-25.0,269.0,keep,0.8333333333333334,70.0,18.0,214,7,499,62,9,2014,Oct,Stem,Pass
CCC-2014J-490313,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,269,-53.0,212.0,keep,0.8333333333333334,48.333333333333336,158.0,95,6,411,44,9,2014,Oct,Stem,Withdrawn
CCC-2014J-490394,M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,269,-18.0,269.0,keep,0.5,30.833333333333332,299.0,98,7,336,30,9,2014,Oct,Stem,Pass
CCC-2014J-492537,M,London Region,Lower Than A Level,70-80%,0-35,0,30,Y,269,-81.0,269.0,keep,0.16666666666666666,12.666666666666666,496.0,35,6,62,14,9,2014,Oct,Stem,Fail
CCC-2014J-493416,M,South West Region,Lower Than A Level,40-50%,0-35,0,90,N,269,-150.0,269.0,keep,1.0,73.0,0.0,192,8,584,45,9,2014,Oct,Stem,Pass
CCC-2014J-495438,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,269,-87.0,269.0,keep,1.0,64.16666666666667,0.0,458,9,1581,78,9,2014,Oct,Stem,Pass
CCC-2014J-496355,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,269,-128.0,269.0,keep,0.6666666666666666,57.0,211.0,122,8,355,21,9,2014,Oct,Stem,Pass
CCC-2014J-496530,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,269,-141.0,269.0,keep,0.3333333333333333,17.666666666666668,478.0,78,7,168,15,9,2014,Oct,Stem,Fail
CCC-2014J-496845,M,South Region,A Level or Equivalent,50-60%,0-35,0,150,N,269,-21.0,269.0,keep,1.0,84.33333333333333,0.0,568,9,1789,49,9,2014,Oct,Stem,Pass
CCC-2014J-498236,M,North Region,HE Qualification,20-30%,0-35,0,60,N,269,-32.0,269.0,keep,1.0,73.0,0.0,288,7,1246,55,9,2014,Oct,Stem,Pass
CCC-2014J-498459,F,East Anglian Region,HE Qualification,90-100%,0-35,0,90,N,269,-156.0,269.0,keep,1.0,98.66666666666667,0.0,599,7,2677,93,9,2014,Oct,Stem,Distinction
CCC-2014J-498602,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,269,-28.0,269.0,keep,0.16666666666666666,14.0,496.0,44,7,253,9,9,2014,Oct,Stem,Fail
CCC-2014J-498828,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,269,-149.0,269.0,keep,0.6666666666666666,50.833333333333336,190.0,192,7,614,65,9,2014,Oct,Stem,Pass
CCC-2014J-499420,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,269,-24.0,269.0,keep,0.5,46.5,299.0,268,7,998,62,9,2014,Oct,Stem,Distinction
CCC-2014J-499703,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,269,-143.0,269.0,keep,1.0,96.5,0.0,354,7,1354,70,9,2014,Oct,Stem,Distinction
CCC-2014J-499848,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,269,-8.0,269.0,keep,0.5,23.166666666666668,299.0,164,8,546,28,9,2014,Oct,Stem,Fail
CCC-2014J-500189,M,Scotland,A Level or Equivalent,80-90%,0-35,1,30,N,269,-38.0,269.0,keep,1.0,77.5,0.0,266,8,815,54,9,2014,Oct,Stem,Fail
CCC-2014J-501146,M,South East Region,HE Qualification,90-100%,0-35,0,60,N,269,-109.0,269.0,keep,1.0,81.5,0.0,788,9,2415,107,9,2014,Oct,Stem,Fail
CCC-2014J-501867,M,London Region,HE Qualification,20-30%,0-35,1,60,N,269,-121.0,269.0,keep,1.0,85.0,0.0,283,7,836,71,9,2014,Oct,Stem,Pass
CCC-2014J-502356,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,269,-32.0,269.0,keep,0.5,22.666666666666668,299.0,210,8,892,46,9,2014,Oct,Stem,Pass
CCC-2014J-502766,F,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,269,-71.0,269.0,keep,0.5,43.666666666666664,299.0,651,8,3320,73,9,2014,Oct,Stem,Distinction
CCC-2014J-503457,F,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,269,-72.0,269.0,keep,1.0,90.33333333333333,0.0,745,8,5666,103,9,2014,Oct,Stem,Pass
CCC-2014J-503610,M,South West Region,A Level or Equivalent,30-40%,0-35,1,120,N,269,-52.0,269.0,keep,1.0,89.66666666666667,0.0,105,7,280,29,9,2014,Oct,Stem,Pass
CCC-2014J-503710,M,West Midlands Region,HE Qualification,30-40%,35-55,0,120,N,269,-115.0,269.0,keep,0.8333333333333334,49.666666666666664,109.0,207,7,723,41,9,2014,Oct,Stem,Pass
CCC-2014J-503779,M,London Region,Lower Than A Level,10-20,35-55,0,60,Y,269,-137.0,269.0,keep,1.0,93.5,0.0,735,8,2362,169,9,2014,Oct,Stem,Distinction
CCC-2014J-504363,M,London Region,A Level or Equivalent,10-20,0-35,0,150,N,269,-24.0,269.0,keep,1.0,87.83333333333333,0.0,363,8,1515,86,9,2014,Oct,Stem,Distinction
CCC-2014J-505108,M,North Western Region,HE Qualification,70-80%,0-35,0,60,N,269,-95.0,269.0,keep,0.6666666666666666,27.166666666666668,141.0,527,7,1935,105,9,2014,Oct,Stem,Pass
CCC-2014J-505722,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,N,269,-143.0,269.0,keep,1.0,73.33333333333333,0.0,202,7,877,41,9,2014,Oct,Stem,Fail
CCC-2014J-506144,M,Scotland,A Level or Equivalent,40-50%,0-35,1,30,N,269,-15.0,269.0,keep,0.5,46.166666666666664,299.0,100,6,307,29,9,2014,Oct,Stem,Pass
CCC-2014J-506543,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,269,-129.0,269.0,keep,0.5,47.333333333333336,299.0,324,7,2357,68,9,2014,Oct,Stem,Pass
CCC-2014J-506705,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,269,-81.0,269.0,keep,0.8333333333333334,65.83333333333333,144.0,120,7,203,57,9,2014,Oct,Stem,Pass
CCC-2014J-507344,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,269,-102.0,269.0,keep,0.6666666666666666,48.333333333333336,190.0,274,8,965,82,9,2014,Oct,Stem,Pass
CCC-2014J-508637,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,269,-81.0,269.0,keep,1.0,81.33333333333333,0.0,961,8,2901,134,9,2014,Oct,Stem,Distinction
CCC-2014J-509710,M,Scotland,Lower Than A Level,10-20,35-55,0,30,N,269,-92.0,269.0,keep,0.3333333333333333,7.833333333333333,478.0,89,8,242,15,9,2014,Oct,Stem,Fail
CCC-2014J-510266,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,269,-134.0,269.0,keep,1.0,66.83333333333333,0.0,739,8,2279,133,9,2014,Oct,Stem,Fail
CCC-2014J-511258,M,Scotland,HE Qualification,90-100%,55<=,0,30,N,269,-144.0,269.0,keep,1.0,88.33333333333333,0.0,734,8,4769,102,9,2014,Oct,Stem,Pass
CCC-2014J-512257,M,London Region,HE Qualification,50-60%,35-55,0,30,N,269,-100.0,269.0,keep,0.6666666666666666,15.0,267.0,232,8,849,61,9,2014,Oct,Stem,Fail
CCC-2014J-512259,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,269,-149.0,269.0,keep,1.0,76.5,0.0,284,8,706,87,9,2014,Oct,Stem,Pass
CCC-2014J-512330,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,150,Y,269,-43.0,269.0,keep,0.16666666666666666,7.333333333333333,510.0,27,5,76,12,9,2014,Oct,Stem,Fail
CCC-2014J-512852,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,269,-16.0,269.0,keep,0.5,46.166666666666664,299.0,223,9,1313,43,9,2014,Oct,Stem,Distinction
CCC-2014J-513969,F,South East Region,A Level or Equivalent,40-50%,0-35,1,120,N,269,-143.0,269.0,keep,1.0,80.0,0.0,91,5,208,28,9,2014,Oct,Stem,Pass
CCC-2014J-515426,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,269,-115.0,269.0,keep,1.0,78.0,0.0,390,7,2001,90,9,2014,Oct,Stem,Fail
CCC-2014J-515491,M,Ireland,HE Qualification,90-100%,0-35,0,60,N,269,-60.0,269.0,keep,0.5,47.0,299.0,676,7,2123,104,9,2014,Oct,Stem,Pass
CCC-2014J-515734,F,North Region,A Level or Equivalent,50-60%,35-55,1,30,N,269,-115.0,269.0,keep,1.0,41.166666666666664,0.0,313,7,1075,62,9,2014,Oct,Stem,Fail
CCC-2014J-515857,M,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,269,-153.0,269.0,keep,1.0,78.0,0.0,273,7,719,58,9,2014,Oct,Stem,Pass
CCC-2014J-517223,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,269,-15.0,269.0,keep,0.5,30.166666666666668,411.0,28,4,100,7,9,2014,Oct,Stem,Fail
CCC-2014J-517416,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,269,-135.0,269.0,keep,1.0,93.33333333333333,0.0,570,8,2836,79,9,2014,Oct,Stem,Distinction
